directorio,secuencia_encuesta,secuencia_p,orden,propension_12m,consumo_12m,consumo_12m_missing_original,precio_compra,log_precio_compra,cantidad_consumo,gasto_valor,sexo,sexo_label,edad,edad_cuadrado,d2_05,educacion_label,educacion_grupo,n_hijos,familiares_consumen,amigos_consumen,probaria_sustancias,cannabis_medicinal,actividad_laboral,regimen_salud,sintomas_depresivos,anhedonia,riesgo_marihuana_ocasional,riesgo_marihuana_frecuente,frecuencia_consumo,facil_marihuana,consumo_vida,consumo_30d,consumo_reciente,edad_inicio,tipo_sustancia,lugar_consumo,forma_conseguir,gasto_total,gasto_descripcion,riesgo_marihuana,riesgo_cocaina,riesgo_basuco,riesgo_extasis,riesgo_heroina,riesgo_lsd,riesgo_inhalantes,riesgo_anfetaminas,riesgo_tranquilizantes,facilidad_conseguir,facil_cocaina,facil_basuco,actitud_marihuana,actitud_cocaina,actitud_basuco,actitud_extasis,actitud_heroina,actitud_lsd,actitud_inhalantes,actitud_anfetaminas,actitud_tranquilizantes,actitud_drogas_general,actitud_legalizacion,actitud_regulacion,actitud_prevencion,actitud_sanciones,actitud_tratamiento,d2_01,d2_03,d2_04,d2_06,d2_07,g_01,g_02,g_04,g_09,d_02,d_07,d_09,d_10,d_11_f,d_11_g
13977,1,1,1,1,1.0,0,,,1.0,7000.0,2,Mujer,25,625,5,Media,Media,2,1.0,1.0,0.0,0.0,Oficios del hogar,Contributivo,1.0,1.0,4.0,4.0,1,1.0,1.0,,,3,1.0,2.0,,1.0,SIETE MIL PESOS,,,,1.0,,,,,,1.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,3,2,1.0,2.0,1,1,2,2,4,1.0,1,1,4,4
13980,1,1,1,0,,1,,,,,2,Mujer,39,1521,4,Basica secundaria,Media,3,1.0,1.0,0.0,0.0,Trabajando,Subsidiado,1.0,1.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,3,1.0,2.0,1,1,2,2,1,3.0,1,1,4,4
14007,1,1,1,1,1.0,0,100000.0,11.512925464970229,30.0,2000.0,1,Hombre,28,784,5,Media,Media,2,1.0,1.0,1.0,1.0,Trabajando,Contributivo,0.0,0.0,1.0,1.0,1,,1.0,1.0,1.0,3,5.0,1.0,30.0,1.0,DOS MIL PESOS,,,,1.0,,,,,,2.0,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,9,2,2,1.0,1.0,1,1,1,1,1,1.0,2,2,1,1
14008,3,1,3,0,,1,1000.0,6.907755278982137,3.0,1000.0,1,Hombre,25,625,5,Media,Media,1,0.0,0.0,1.0,1.0,Trabajando,Subsidiado,0.0,0.0,1.0,,1,1.0,,1.0,,3,4.0,1.0,1.0,1.0,MIL PESOS,,,,1.0,,,,,,1.0,,,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,9,6,1,1.0,1.0,2,2,1,1,1,3.0,2,2,1,5
14029,4,1,4,0,,1,,,,,1,Hombre,35,1225,3,Basica primaria,Baja,1,1.0,1.0,1.0,0.0,Trabajando,Contributivo,0.0,1.0,1.0,3.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,1,1.0,1.0,1,1,1,2,1,1.0,2,1,1,3
14039,4,1,4,1,1.0,0,15000.0,9.615805480084347,7.0,2000.0,1,Hombre,20,400,5,Media,Media,1,1.0,1.0,1.0,1.0,Trabajando,Subsidiado,0.0,0.0,4.0,2.0,1,,1.0,,,3,5.0,1.0,30.0,1.0,DOS MIL,,,1.0,,,,,,,2.0,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,6,1,1.0,1.0,1,1,1,1,1,3.0,2,2,4,2
14044,1,1,1,0,,1,,,,,1,Hombre,23,529,7,Universitaria,Superior,1,1.0,0.0,0.0,0.0,Trabajando,,0.0,0.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,1,1.0,1.0,1,2,2,2,1,,2,2,4,4
14137,2,1,2,1,1.0,0,180000.0,12.100712129872347,30.0,3000.0,2,Mujer,19,361,5,Media,Media,0,1.0,1.0,1.0,1.0,Trabajando,,0.0,0.0,1.0,1.0,1,,1.0,1.0,,3,5.0,1.0,30.0,1.0,TRES MIL PESOS,,,1.0,,,1.0,,,,2.0,,,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,9,6,0,1.0,2.0,1,1,1,1,1,,2,2,1,1
14140,3,1,3,0,,1,,,,,2,Mujer,19,361,6,Tecnica/tecnologica,Superior,1,1.0,1.0,0.0,0.0,Oficios del hogar,Contributivo,0.0,0.0,2.0,2.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,1,1.0,2.0,1,1,2,2,4,1.0,2,2,2,2
14176,3,1,3,1,1.0,0,,,2.0,2000.0,1,Hombre,22,484,5,Media,Media,0,1.0,1.0,0.0,0.0,Trabajando,,0.0,0.0,2.0,4.0,1,,,,,3,2.0,2.0,,1.0,DOS MIL PESOS,,,,,1.0,,,,,2.0,,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,9,6,0,1.0,1.0,1,1,2,2,1,,2,2,2,4
14181,3,1,3,1,1.0,0,30000.0,10.308952660644293,10.0,2000.0,1,Hombre,32,1024,6,Tecnica/tecnologica,Superior,1,0.0,1.0,1.0,0.0,Trabajando,Contributivo,0.0,0.0,2.0,2.0,1,,,,,3,3.0,1.0,5.0,1.0,DOS MIL,,,,1.0,,,,,,2.0,,,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,9,6,1,1.0,1.0,2,1,1,2,1,1.0,2,2,2,2
14234,3,1,3,0,,1,,,1.0,2000.0,1,Hombre,25,625,6,Tecnica/tecnologica,Superior,0,0.0,1.0,0.0,0.0,Buscando empleo,Subsidiado,0.0,0.0,3.0,4.0,1,,1.0,,,2,1.0,2.0,,1.0,Dos mil,,,,1.0,,,,,,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,6,0,1.0,1.0,2,1,2,2,2,3.0,2,2,3,4
14280,1,1,1,0,,1,,,,,1,Hombre,53,2809,5,Media,Media,3,0.0,0.0,0.0,1.0,Trabajando,Contributivo,0.0,0.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,3,1.0,1.0,2,2,2,1,1,1.0,2,2,4,4
14282,2,1,2,0,,1,,,,,1,Hombre,38,1444,4,Basica secundaria,Media,2,0.0,1.0,0.0,0.0,Trabajando,Subsidiado,0.0,0.0,3.0,3.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,2,1.0,1.0,2,1,2,2,1,3.0,2,2,3,3
14286,2,1,2,0,,1,,,,,1,Hombre,33,1089,7,Universitaria,Superior,0,1.0,1.0,0.0,0.0,Trabajando,Subsidiado,0.0,0.0,2.0,2.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,1,1,2,2,1,3.0,2,2,2,2
14295,1,1,1,0,,1,,,5.0,2000.0,1,Hombre,51,2601,4,Basica secundaria,Media,3,1.0,1.0,0.0,1.0,Buscando empleo,Subsidiado,0.0,0.0,3.0,3.0,1,,1.0,,,3,3.0,2.0,,1.0,DOS MIL PESOS,,,,1.0,,,,,,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,3,3,1.0,1.0,1,1,2,1,2,3.0,2,2,3,3
14305,2,1,2,1,1.0,0,,,,,2,Mujer,25,625,6,Tecnica/tecnologica,Superior,0,0.0,1.0,1.0,0.0,Trabajando,Subsidiado,0.0,0.0,4.0,2.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,1.0,2.0,2,1,1,2,1,3.0,2,2,4,2
14320,2,1,2,0,,1,,,,,1,Hombre,23,529,5,Media,Media,1,0.0,0.0,1.0,0.0,Trabajando,Contributivo,0.0,0.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,1,1.0,1.0,2,2,1,2,1,1.0,2,2,4,4
14324,2,1,2,0,,1,,,,,1,Hombre,23,529,5,Media,Media,0,1.0,0.0,1.0,0.0,Trabajando,Contributivo,0.0,0.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,1,2,1,2,1,1.0,2,2,4,4
14326,1,1,1,0,,1,,,,,1,Hombre,39,1521,3,Basica primaria,Baja,2,1.0,0.0,0.0,0.0,Trabajando,Contributivo,1.0,1.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,2,1.0,1.0,1,2,2,2,1,1.0,1,1,4,4
14327,1,1,1,1,1.0,0,,,,,1,Hombre,33,1089,6,Tecnica/tecnologica,Superior,1,0.0,1.0,1.0,1.0,Trabajando,Contributivo,0.0,0.0,3.0,3.0,2,,1.0,1.0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,1,1.0,1.0,2,1,1,1,1,1.0,2,2,3,3
14329,4,1,4,0,,1,,,1.0,3000.0,1,Hombre,14,196,4,Basica secundaria,Media,0,0.0,1.0,0.0,1.0,Trabajando,Subsidiado,0.0,0.0,3.0,4.0,1,,1.0,,,2,1.0,2.0,,1.0,TRES MIL PESOS,,,1.0,,,,,,,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,6,0,,,2,1,2,1,1,3.0,2,2,3,4
14348,1,1,1,1,1.0,0,30000.0,10.308952660644293,12.0,,1,Hombre,26,676,7,Universitaria,Superior,1,1.0,1.0,0.0,1.0,Estudiando,Contributivo,0.0,0.0,1.0,1.0,1,1.0,,,,3,5.0,1.0,30.0,2.0,,,,,,,,,1.0,,1.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,1,1,1.0,1.0,1,1,2,1,3,1.0,2,2,1,1
14370,3,1,3,0,,1,,,,,1,Hombre,36,1296,7,Universitaria,Superior,0,0.0,1.0,1.0,0.0,Oficios del hogar,,0.0,0.0,1.0,2.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,2,1,1,2,4,,2,2,1,2
14375,1,1,1,0,,1,,,,,1,Hombre,50,2500,5,Media,Media,4,1.0,1.0,0.0,0.0,Trabajando,Contributivo,1.0,1.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,4,1.0,1.0,1,1,2,2,1,1.0,1,1,4,4
14376,2,1,2,1,1.0,0,,,,,2,Mujer,31,961,7,Universitaria,Superior,0,0.0,1.0,1.0,1.0,Trabajando,Contributivo,0.0,0.0,3.0,4.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,2.0,2,1,1,1,1,1.0,2,2,3,4
14380,3,1,3,1,1.0,0,,,,,1,Hombre,19,361,5,Media,Media,0,1.0,1.0,1.0,0.0,Trabajando,Contributivo,0.0,1.0,3.0,2.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,1,1,1,2,1,1.0,2,1,3,2
14395,3,1,3,1,1.0,0,,,,,1,Hombre,23,529,8,Postgrado,Superior,0,0.0,1.0,1.0,1.0,Trabajando,Contributivo,1.0,0.0,1.0,1.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,2,1,1,1,1,1.0,1,2,1,1
14402,3,1,3,0,,1,,,,,1,Hombre,23,529,7,Universitaria,Superior,0,0.0,1.0,0.0,0.0,Estudiando,Subsidiado,1.0,0.0,1.0,2.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,2,1,2,2,3,3.0,1,2,1,2
14413,4,1,4,0,,1,,,,,1,Hombre,35,1225,6,Tecnica/tecnologica,Superior,1,0.0,0.0,0.0,0.0,Trabajando,Subsidiado,0.0,0.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,1,1.0,1.0,2,2,2,2,1,3.0,2,2,4,4
14438,1,1,1,1,1.0,0,,,12.0,5000.0,1,Hombre,32,1024,4,Basica secundaria,Media,2,0.0,1.0,0.0,0.0,Trabajando,,0.0,0.0,4.0,4.0,1,,1.0,,,3,3.0,2.0,,1.0,CINCO MIL PESOS,,,1.0,1.0,,,,,,2.0,,,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,5,5,2,1.0,1.0,2,1,2,2,1,,2,2,4,4
14440,1,1,1,1,1.0,0,200000.0,12.206072645530174,100.0,2000.0,1,Hombre,25,625,4,Basica secundaria,Media,1,1.0,1.0,1.0,1.0,Trabajando,Subsidiado,1.0,1.0,2.0,2.0,1,,,,,1,5.0,1.0,30.0,1.0,DOS MIL PESOS,,,1.0,,,,,,,2.0,,,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,6,1,1.0,1.0,1,1,1,1,1,3.0,1,1,2,2
14470,4,1,4,1,1.0,0,10000.0,9.210340371976184,4.0,,1,Hombre,18,324,4,Basica secundaria,Media,0,1.0,1.0,1.0,1.0,Estudiando,Subsidiado,0.0,0.0,,,1,,,,,3,3.0,1.0,2.0,2.0,,,,,1.0,,,,,,2.0,,,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,9,6,0,1.0,1.0,1,1,1,1,3,3.0,2,2,5,5
14492,1,1,1,0,,1,,,,,1,Hombre,25,625,4,Basica secundaria,Media,0,1.0,1.0,0.0,1.0,Trabajando,Contributivo,0.0,0.0,2.0,3.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,1,1,2,1,1,1.0,2,2,2,3
14527,2,1,2,0,,1,50000.0,10.819778284410283,10.0,2000.0,1,Hombre,21,441,5,Media,Media,0,0.0,1.0,1.0,0.0,Estudiando,,0.0,0.0,2.0,3.0,1,,1.0,,,3,4.0,1.0,10.0,1.0,DOS MIL,,,,1.0,,,,,,2.0,,,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1,6,0,1.0,1.0,2,1,1,2,3,,2,2,2,3
14591,3,1,3,1,1.0,0,,,1.0,2000.0,1,Hombre,25,625,7,Universitaria,Superior,0,1.0,1.0,0.0,0.0,Trabajando,Contributivo,0.0,0.0,2.0,2.0,1,1.0,,,,3,2.0,1.0,2.0,1.0,DOS MIL,,,,1.0,,,,,,1.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,6,0,1.0,1.0,1,1,2,2,1,1.0,2,2,2,2
14602,3,1,3,0,,1,,,,,1,Hombre,27,729,7,Universitaria,Superior,1,1.0,1.0,0.0,0.0,Estudiando,Subsidiado,0.0,0.0,3.0,3.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,1,1.0,1.0,1,1,2,2,3,3.0,2,2,3,3
14610,2,1,2,1,1.0,0,,,,,1,Hombre,21,441,5,Media,Media,0,1.0,1.0,1.0,1.0,Oficios del hogar,Contributivo,1.0,0.0,4.0,4.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,1,1,1,1,4,1.0,1,2,4,4
14619,2,1,2,1,1.0,0,,,1.0,,2,Mujer,39,1521,4,Basica secundaria,Media,6,0.0,1.0,0.0,0.0,Oficios del hogar,Subsidiado,0.0,0.0,4.0,4.0,1,,,,,2,1.0,2.0,,2.0,,,,,1.0,,,,,,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5,1,6,1.0,2.0,2,1,2,2,4,3.0,2,2,4,4
14680,4,1,4,0,,1,,,,,2,Mujer,26,676,4,Basica secundaria,Media,2,1.0,1.0,1.0,0.0,Buscando empleo,Subsidiado,1.0,0.0,,2.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,2,1.0,2.0,1,1,1,2,2,3.0,1,2,5,2
14702,2,1,2,0,,1,,,,,2,Mujer,44,1936,5,Media,Media,4,0.0,1.0,1.0,1.0,Oficios del hogar,Contributivo,0.0,1.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,1.0,2.0,2,1,1,1,4,1.0,2,1,4,4
14705,3,1,3,1,1.0,0,30000.0,10.308952660644293,20.0,2000.0,1,Hombre,45,2025,5,Media,Media,0,0.0,0.0,1.0,1.0,Trabajando,,1.0,1.0,3.0,3.0,1,,1.0,,,1,5.0,1.0,30.0,1.0,DOS MIL,,,1.0,,,,,,,2.0,,,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,6,0,1.0,1.0,2,2,1,1,1,,1,1,3,3
14740,4,1,4,1,1.0,0,,,1.0,1500.0,1,Hombre,19,361,6,Tecnica/tecnologica,Superior,0,0.0,0.0,1.0,1.0,Otra actividad,Subsidiado,1.0,1.0,4.0,4.0,1,1.0,,,,3,1.0,2.0,,1.0,MIL QUINIENTOS,,,,1.0,,,,,,1.0,,,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,9,6,0,1.0,1.0,2,2,1,1,8,3.0,1,1,4,4
14756,2,1,2,1,1.0,0,,,,,1,Hombre,30,900,4,Basica secundaria,Media,1,0.0,0.0,1.0,0.0,Trabajando,Subsidiado,0.0,0.0,4.0,4.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,1,1.0,1.0,2,2,1,2,1,3.0,2,2,4,4
14764,1,1,1,0,,1,,,,,1,Hombre,22,484,5,Media,Media,0,1.0,0.0,0.0,1.0,Trabajando,Subsidiado,1.0,0.0,4.0,2.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,0,1.0,1.0,1,2,2,1,1,3.0,1,2,4,2
14766,3,1,3,0,,1,,,,,1,Hombre,64,4096,7,Universitaria,Superior,3,1.0,0.0,0.0,0.0,Trabajando,Subsidiado,0.0,0.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,3,1.0,1.0,1,2,2,2,1,3.0,2,2,4,4
14769,1,1,1,1,1.0,0,,,,,1,Hombre,60,3600,5,Media,Media,3,0.0,0.0,0.0,0.0,Trabajando,Subsidiado,1.0,1.0,3.0,3.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,3,1.0,1.0,2,2,2,2,1,3.0,1,1,3,3
14789,3,1,3,1,1.0,0,,,,,1,Hombre,15,225,4,Basica secundaria,Media,0,0.0,1.0,1.0,0.0,Estudiando,Especial,0.0,0.0,3.0,2.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,,,2,1,1,2,3,2.0,2,2,3,2
14812,1,1,1,0,,1,,,,,1,Hombre,53,2809,3,Basica primaria,Baja,4,0.0,1.0,0.0,0.0,Trabajando,Contributivo,0.0,0.0,4.0,4.0,2,,,,1.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,4,1.0,1.0,2,1,2,2,1,1.0,2,2,4,4
14829,2,1,2,0,,1,,,,,2,Mujer,27,729,5,Media,Media,1,0.0,0.0,0.0,0.0,Oficios del hogar,Subsidiado,0.0,0.0,3.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,1,1.0,2.0,2,2,2,2,4,3.0,2,2,3,4
14859,1,1,1,0,,1,,,,,2,Mujer,65,4225,8,Postgrado,Superior,1,0.0,0.0,0.0,0.0,Pensionado,Contributivo,0.0,0.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,1,1.0,2.0,2,2,2,2,6,1.0,2,2,4,4
14871,2,1,2,0,,1,,,,,2,Mujer,23,529,6,Tecnica/tecnologica,Superior,1,0.0,0.0,0.0,1.0,Oficios del hogar,Contributivo,1.0,1.0,2.0,2.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,1,1.0,2.0,2,2,2,1,4,1.0,1,1,2,2
14880,2,1,2,0,,1,,,,,1,Hombre,57,3249,5,Media,Media,5,1.0,1.0,0.0,0.0,Trabajando,Subsidiado,0.0,0.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,5,1.0,1.0,1,1,2,2,1,3.0,2,2,4,4
14920,3,1,3,1,1.0,0,,,,,1,Hombre,28,784,8,Postgrado,Superior,0,0.0,1.0,0.0,1.0,Estudiando,Contributivo,0.0,0.0,2.0,2.0,1,,,,,2,1.0,2.0,,2.0,,,,,,,,1.0,,,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,6,0,1.0,1.0,2,1,2,1,3,1.0,2,2,2,2
14927,2,1,2,0,,1,,,1.0,3000.0,1,Hombre,17,289,6,Tecnica/tecnologica,Superior,0,1.0,1.0,1.0,1.0,Trabajando,Contributivo,1.0,0.0,3.0,3.0,1,,1.0,,,3,3.0,2.0,,1.0,TRES MIL PESOS,,,,1.0,,,,,,2.0,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,6,0,,,1,1,1,1,1,1.0,1,2,3,3
14953,1,1,1,1,1.0,0,40000.0,10.596634733096073,45.0,1000.0,1,Hombre,26,676,5,Media,Media,1,1.0,1.0,1.0,1.0,Trabajando,Subsidiado,0.0,0.0,4.0,4.0,1,,1.0,1.0,,3,5.0,1.0,30.0,1.0,MIL PESOS,,,1.0,,,,,,,2.0,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1,1.0,1.0,1,1,1,1,1,3.0,2,2,4,4
14983,3,1,3,0,,1,,,,,1,Hombre,20,400,5,Media,Media,0,0.0,1.0,0.0,0.0,Trabajando,Contributivo,1.0,0.0,2.0,3.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,2,1,2,2,1,1.0,1,2,2,3
14987,2,1,2,0,,1,,,,,2,Mujer,30,900,7,Universitaria,Superior,1,0.0,0.0,0.0,1.0,Trabajando,Contributivo,0.0,0.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,1,1.0,2.0,2,2,2,1,1,1.0,2,2,4,4
14989,3,1,3,0,,1,,,,,1,Hombre,22,484,7,Universitaria,Superior,0,0.0,1.0,0.0,0.0,Buscando empleo,Subsidiado,0.0,0.0,2.0,3.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,2,1,2,2,2,3.0,2,2,2,3
14997,2,1,2,0,,1,30000.0,10.308952660644293,15.0,2000.0,2,Mujer,19,361,5,Media,Media,0,1.0,1.0,1.0,1.0,Oficios del hogar,Subsidiado,1.0,1.0,4.0,4.0,1,1.0,1.0,,,3,4.0,1.0,15.0,1.0,DOS MIL PESOS,,,1.0,1.0,1.0,,,,,1.0,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1,6,0,3.0,2.0,1,1,1,1,4,3.0,1,1,4,4
15005,3,1,3,0,,1,,,,,2,Mujer,49,2401,5,Media,Media,1,1.0,1.0,0.0,0.0,Trabajando,Contributivo,0.0,1.0,4.0,3.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,1,1.0,2.0,1,1,2,2,1,1.0,2,1,4,3
15021,1,1,1,0,,1,,,,,2,Mujer,55,3025,5,Media,Media,3,0.0,0.0,0.0,1.0,Trabajando,Contributivo,1.0,1.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,3,1.0,2.0,2,2,2,1,1,1.0,1,1,4,4
15037,1,1,1,0,,1,,,,,1,Hombre,37,1369,5,Media,Media,1,1.0,1.0,0.0,1.0,Trabajando,Subsidiado,0.0,0.0,2.0,2.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,1,1.0,1.0,1,1,2,1,1,3.0,2,2,2,2
15038,1,1,1,0,,1,,,,,1,Hombre,30,900,7,Universitaria,Superior,0,1.0,1.0,1.0,0.0,Trabajando,Subsidiado,0.0,0.0,2.0,2.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,1,1,1,2,1,3.0,2,2,2,2
15059,5,1,5,1,1.0,0,10000.0,9.210340371976184,5.0,4000.0,1,Hombre,20,400,5,Media,Media,0,0.0,1.0,1.0,0.0,Trabajando,Subsidiado,1.0,1.0,1.0,4.0,1,,,,,3,5.0,1.0,5.0,1.0,CUATRO MIL PESOS,,,1.0,,,,,,,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,5,6,0,1.0,1.0,2,1,1,2,1,3.0,1,1,1,4
15069,2,1,2,1,1.0,0,,,,,1,Hombre,24,576,3,Basica primaria,Baja,0,0.0,1.0,1.0,1.0,Trabajando,Contributivo,0.0,0.0,2.0,1.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,2,1,1,1,1,1.0,2,2,2,1
15073,3,1,3,0,,1,,,,,2,Mujer,39,1521,8,Postgrado,Superior,2,0.0,1.0,1.0,1.0,Trabajando,Contributivo,0.0,0.0,3.0,3.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,1.0,2.0,2,1,1,1,1,1.0,2,2,3,3
15087,1,1,1,0,,1,,,,,2,Mujer,40,1600,7,Universitaria,Superior,0,0.0,1.0,1.0,0.0,Trabajando,Contributivo,0.0,0.0,2.0,2.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,2.0,2,1,1,2,1,1.0,2,2,2,2
