d2_01,d2_03,d2_04,d2_05,d2_05_a,d2_06,d2_07,directorio,secuencia_encuesta,secuencia_p,orden
9,3,1,6,603,1.0,2.0,595,2,1,2
9,2,1,6,602,1.0,2.0,597,3,1,3
9,6,0,3,300,1.0,1.0,598,1,1,1
3,5,1,6,602,1.0,2.0,599,2,1,2
9,3,3,3,305,1.0,1.0,601,1,1,1
9,6,1,6,602,1.0,2.0,602,2,1,2
9,6,0,7,705,1.0,2.0,603,3,1,3
9,6,0,5,511,1.0,2.0,604,4,1,4
5,6,3,4,409,1.0,1.0,605,1,1,1
9,6,1,5,510,1.0,2.0,606,3,1,3
9,6,0,7,700,1.0,1.0,607,1,1,1
9,2,1,5,511,1.0,1.0,608,1,1,1
9,6,0,7,705,1.0,1.0,610,3,1,3
9,6,0,3,305,,,611,3,1,3
9,3,4,7,710,1.0,2.0,612,2,1,2
9,5,3,4,408,1.0,2.0,613,1,1,1
9,6,2,6,602,1.0,2.0,614,1,1,1
5,6,0,5,510,1.0,1.0,615,3,1,3
1,2,2,5,511,1.0,2.0,616,2,1,2
9,6,0,5,513,1.0,1.0,617,2,1,2
9,2,3,3,305,1.0,1.0,618,1,1,1
9,2,1,7,705,1.0,1.0,621,1,1,1
5,2,3,1,100,1.0,2.0,622,1,1,1
2,3,3,5,511,1.0,2.0,623,2,1,2
9,6,3,6,602,3.0,2.0,624,1,1,1
9,1,4,5,511,1.0,1.0,626,1,1,1
9,6,0,6,612,1.0,2.0,628,1,1,1
9,6,0,7,700,1.0,2.0,629,2,1,2
9,6,0,5,513,,,630,2,1,2
9,2,3,5,511,1.0,1.0,631,1,1,1
9,2,1,5,511,1.0,2.0,632,4,1,4
9,3,2,5,510,1.0,2.0,633,2,1,2
9,6,0,7,705,1.0,1.0,634,1,1,1
9,2,0,5,511,1.0,2.0,635,1,1,1
9,2,0,7,705,1.0,2.0,636,2,1,2
9,4,3,3,305,1.0,2.0,637,1,1,1
5,5,1,6,602,1.0,1.0,638,1,1,1
9,6,0,5,510,,,640,4,1,4
5,2,2,5,511,1.0,2.0,641,2,1,2
9,6,5,3,304,1.0,2.0,642,1,1,1
9,6,0,6,606,1.0,2.0,643,2,1,2
9,5,0,6,602,1.0,2.0,644,4,1,4
9,1,0,7,705,1.0,1.0,645,1,1,1
9,1,1,5,511,1.0,2.0,646,1,1,1
9,2,2,6,602,1.0,2.0,647,2,1,2
9,2,2,5,511,1.0,1.0,648,2,1,2
9,3,2,3,305,1.0,2.0,649,2,1,2
9,3,4,3,302,1.0,2.0,650,2,1,2
9,5,0,5,511,1.0,1.0,651,3,1,3
9,2,0,5,511,1.0,1.0,652,9,1,9
9,3,2,5,511,1.0,2.0,653,2,1,2
9,6,0,5,511,1.0,1.0,654,3,1,3
9,6,0,5,510,,,655,3,1,3
9,6,0,4,407,,,657,3,1,3
9,6,0,6,602,1.0,1.0,658,5,1,5
9,6,0,6,606,1.0,1.0,659,4,1,4
9,2,3,6,603,1.0,2.0,660,2,1,2
9,3,0,7,710,1.0,1.0,661,2,1,2
9,6,0,5,510,1.0,2.0,662,3,1,3
9,3,2,4,409,1.0,2.0,663,2,1,2
9,6,0,5,511,1.0,2.0,664,1,1,1
9,6,0,7,710,1.0,2.0,665,1,1,1
9,6,0,6,606,1.0,1.0,666,3,1,3
5,2,2,5,511,1.0,2.0,668,1,1,1
5,2,2,6,602,1.0,1.0,669,2,1,2
5,3,2,5,511,1.0,1.0,670,1,1,1
5,2,7,5,510,1.0,1.0,671,1,1,1
9,2,2,3,305,1.0,1.0,672,1,1,1
5,6,2,4,409,1.0,2.0,673,1,1,1
9,5,2,7,705,1.0,2.0,674,1,1,1
9,2,3,5,511,1.0,2.0,675,2,1,2
9,2,1,5,511,1.0,1.0,676,6,1,6
9,6,0,7,706,1.0,1.0,677,3,1,3
9,6,1,5,511,1.0,1.0,678,5,1,5
9,3,3,5,511,1.0,2.0,679,1,1,1
9,3,2,6,606,1.0,2.0,680,1,1,1
9,3,4,7,705,1.0,2.0,681,2,1,2
9,6,0,5,511,1.0,1.0,682,3,1,3
9,5,1,6,606,1.0,2.0,683,3,1,3
1,2,6,5,511,1.0,2.0,685,2,1,2
9,3,2,6,603,1.0,1.0,686,1,1,1
9,2,2,6,602,1.0,2.0,687,2,1,2
9,6,0,5,511,,,688,2,1,2
9,2,1,5,511,1.0,2.0,689,6,1,6
9,5,3,4,409,1.0,2.0,690,1,1,1
9,3,2,6,602,1.0,2.0,691,1,1,1
9,3,1,6,600,1.0,1.0,692,2,1,2
9,6,0,6,603,1.0,1.0,694,1,1,1
9,6,0,5,511,1.0,2.0,695,4,1,4
9,3,3,7,710,1.0,2.0,696,2,1,2
9,5,4,4,408,1.0,2.0,697,1,1,1
9,1,0,6,600,1.0,1.0,698,1,1,1
9,2,0,3,305,1.0,1.0,699,1,1,1
9,4,1,5,513,1.0,2.0,700,1,1,1
9,6,0,4,409,,,701,3,1,3
9,6,0,7,705,1.0,1.0,702,4,1,4
9,6,0,5,511,1.0,1.0,703,1,1,1
9,2,4,5,511,1.0,1.0,704,1,1,1
9,1,0,3,305,1.0,1.0,705,1,1,1
9,1,2,3,300,1.0,2.0,706,2,1,2
9,3,2,3,300,1.0,2.0,707,2,1,2
9,6,0,5,511,1.0,1.0,708,6,1,6
9,6,0,6,601,1.0,2.0,709,4,1,4
9,3,2,5,511,1.0,2.0,710,2,1,2
9,3,4,3,304,1.0,1.0,712,1,1,1
9,2,2,1,100,1.0,2.0,713,2,1,2
9,5,2,7,701,1.0,2.0,715,1,1,1
9,2,2,5,511,1.0,2.0,716,2,1,2
9,2,1,7,705,1.0,2.0,717,2,1,2
9,6,0,7,704,1.0,1.0,720,3,1,3
9,3,2,7,705,1.0,1.0,721,1,1,1
9,3,0,3,305,1.0,1.0,722,2,1,2
9,2,0,7,705,1.0,1.0,723,3,1,3
9,6,0,7,703,1.0,1.0,724,4,1,4
9,2,2,5,511,1.0,2.0,725,3,1,3
9,2,1,6,606,1.0,2.0,726,2,1,2
9,3,4,4,409,1.0,1.0,727,1,1,1
9,5,2,5,511,1.0,2.0,728,1,1,1
9,2,0,7,705,1.0,1.0,729,1,1,1
9,6,0,4,409,,,730,2,1,2
9,6,0,5,511,1.0,2.0,731,2,1,2
5,1,2,4,409,1.0,2.0,732,2,1,2
9,6,0,7,703,1.0,2.0,733,3,1,3
9,6,0,4,409,,,734,4,1,4
9,3,3,4,409,1.0,2.0,735,2,1,2
9,2,0,3,305,1.0,1.0,736,1,1,1
9,6,0,6,602,1.0,2.0,737,3,1,3
9,6,0,7,704,1.0,1.0,738,2,1,2
9,2,1,6,603,1.0,2.0,740,1,1,1
9,3,2,5,511,1.0,2.0,741,2,1,2
9,1,1,6,603,1.0,1.0,742,1,1,1
5,5,1,4,408,1.0,2.0,743,1,1,1
9,4,1,6,604,1.0,2.0,744,2,1,2
9,4,7,3,302,1.0,2.0,745,4,1,4
9,3,2,4,408,1.0,2.0,746,1,1,1
9,6,2,5,511,1.0,1.0,748,3,1,3
9,6,0,3,304,1.0,1.0,749,2,1,2
1,6,1,5,511,1.0,2.0,750,1,1,1
1,6,0,4,409,,,751,4,1,4
9,6,1,4,407,1.0,1.0,752,2,1,2
9,2,1,8,801,1.0,1.0,753,2,1,2
9,5,2,5,511,1.0,2.0,754,6,1,6
9,3,2,3,305,1.0,2.0,755,1,1,1
9,6,3,5,511,1.0,2.0,756,1,1,1
9,6,0,6,601,1.0,1.0,757,3,1,3
9,6,4,5,511,1.0,1.0,758,1,1,1
9,6,0,8,801,1.0,2.0,759,1,1,1
9,3,1,7,704,1.0,1.0,760,2,1,2
9,3,1,6,601,1.0,1.0,761,1,1,1
5,2,3,3,305,1.0,1.0,762,2,1,2
9,2,2,6,602,1.0,2.0,763,1,1,1
9,6,3,4,408,1.0,2.0,765,2,1,2
9,3,0,3,301,1.0,1.0,766,2,1,2
9,6,0,4,407,,,767,3,1,3
9,5,2,3,305,1.0,1.0,768,1,1,1
9,6,5,5,511,1.0,2.0,769,1,1,1
9,2,2,6,602,1.0,2.0,770,2,1,2
9,5,4,3,301,1.0,2.0,771,1,1,1
9,5,2,5,512,1.0,1.0,772,2,1,2
9,2,0,5,511,1.0,2.0,773,2,1,2
9,3,0,6,602,1.0,1.0,774,1,1,1
9,5,1,5,511,1.0,2.0,775,2,1,2
9,6,0,4,407,,,776,2,1,2
9,4,2,7,710,1.0,2.0,777,1,1,1
1,6,0,3,305,1.0,1.0,778,3,1,3
9,3,2,6,603,1.0,1.0,779,1,1,1
5,2,1,1,100,1.0,1.0,780,1,1,1
9,2,4,3,305,1.0,2.0,781,2,1,2
9,2,2,5,510,1.0,2.0,782,2,1,2
9,4,1,7,705,1.0,2.0,783,1,1,1
5,2,1,5,511,1.0,2.0,785,1,1,1
5,6,0,7,704,1.0,1.0,786,1,1,1
5,5,4,1,100,1.0,2.0,787,1,1,1
9,5,2,3,305,1.0,2.0,788,1,1,1
9,2,2,3,305,1.0,1.0,789,1,1,1
9,2,2,5,511,1.0,1.0,790,1,1,1
9,3,3,5,510,1.0,1.0,791,3,1,3
5,5,4,5,510,1.0,1.0,792,1,1,1
9,6,0,4,409,,,793,3,1,3
9,2,2,4,406,1.0,2.0,794,2,1,2
9,3,2,5,511,1.0,2.0,795,2,1,2
9,6,1,5,510,,,796,2,1,2
1,6,0,7,705,1.0,1.0,797,3,1,3
9,5,2,3,305,1.0,2.0,798,1,1,1
9,6,0,6,611,1.0,2.0,799,2,1,2
9,3,2,7,710,1.0,2.0,800,2,1,2
9,4,3,5,511,1.0,2.0,801,1,1,1
9,6,0,5,511,1.0,2.0,802,3,1,3
9,6,2,3,305,1.0,2.0,803,2,1,2
9,6,1,5,511,1.0,1.0,804,1,1,1
3,5,1,6,604,1.0,2.0,805,1,1,1
9,6,0,7,703,1.0,2.0,806,2,1,2
9,5,3,5,511,1.0,2.0,807,1,1,1
9,3,4,6,602,1.0,1.0,808,2,1,2
5,6,0,6,601,1.0,2.0,809,3,1,3
5,2,0,6,602,1.0,2.0,810,1,1,1
9,6,0,5,511,3.0,2.0,811,2,1,2
5,2,0,6,601,1.0,1.0,812,4,1,4
9,2,0,6,602,1.0,2.0,813,1,1,1
9,1,1,6,602,1.0,2.0,814,3,1,3
9,3,1,3,305,1.0,2.0,815,2,1,2
1,6,0,7,703,1.0,2.0,817,1,1,1
9,6,1,7,703,1.0,1.0,818,2,1,2
9,6,0,8,802,1.0,1.0,819,3,1,3
9,5,3,5,511,1.0,2.0,820,1,1,1
9,6,4,4,406,1.0,2.0,821,1,1,1
9,6,0,7,705,1.0,1.0,822,1,1,1
9,6,3,3,305,1.0,2.0,823,1,1,1
9,2,4,3,305,1.0,2.0,824,2,1,2
1,6,0,5,511,1.0,2.0,825,3,1,3
9,2,2,5,511,1.0,2.0,826,2,1,2
9,2,2,6,602,1.0,1.0,827,1,1,1
9,6,1,6,602,1.0,2.0,828,2,1,2
9,2,3,5,511,1.0,1.0,829,1,1,1
9,6,0,6,602,1.0,2.0,830,1,1,1
9,2,1,7,705,1.0,2.0,831,2,1,2
5,6,0,5,511,1.0,2.0,832,3,1,3
9,3,1,4,409,1.0,2.0,833,2,1,2
9,2,2,4,408,1.0,2.0,834,2,1,2
9,3,4,7,701,1.0,1.0,835,1,1,1
9,3,3,5,510,1.0,1.0,836,2,1,2
9,3,4,3,305,1.0,1.0,837,1,1,1
1,6,1,6,602,1.0,2.0,838,2,1,2
5,6,6,3,302,1.0,1.0,839,1,1,1
5,2,3,6,602,1.0,2.0,840,1,1,1
9,6,1,5,511,1.0,2.0,841,5,1,5
9,1,1,6,602,1.0,1.0,842,1,1,1
1,6,1,7,705,1.0,2.0,843,3,1,3
1,6,0,8,802,1.0,2.0,844,3,1,3
5,6,0,5,511,1.0,1.0,846,1,1,1
9,3,1,4,406,1.0,1.0,847,4,1,4
9,6,1,6,603,1.0,1.0,848,3,1,3
5,5,3,7,710,1.0,2.0,849,1,1,1
9,6,0,7,705,1.0,2.0,851,3,1,3
5,6,1,4,406,1.0,1.0,852,2,1,2
5,3,1,7,705,1.0,2.0,853,2,1,2
9,6,1,7,705,1.0,2.0,854,2,1,2
1,2,1,5,511,1.0,2.0,855,1,1,1
9,6,1,6,601,1.0,2.0,856,2,1,2
9,6,1,6,602,1.0,2.0,857,5,1,5
9,2,1,6,603,1.0,2.0,858,2,1,2
9,3,1,8,801,1.0,2.0,859,1,1,1
5,2,1,6,601,1.0,1.0,860,5,1,5
5,6,1,6,602,1.0,1.0,862,4,1,4
5,6,0,5,510,1.0,1.0,863,4,1,4
5,6,0,7,703,1.0,2.0,864,1,1,1
9,5,1,5,510,1.0,1.0,865,3,1,3
5,6,0,3,303,1.0,1.0,866,1,1,1
9,6,2,3,305,1.0,1.0,867,2,1,2
9,1,0,6,603,1.0,2.0,868,2,1,2
5,1,0,7,704,1.0,2.0,869,1,1,1
9,6,0,4,406,,,872,5,1,5
9,4,3,3,305,1.0,1.0,873,3,1,3
5,6,1,7,705,1.0,2.0,874,2,1,2
9,5,1,5,511,1.0,2.0,877,3,1,3
9,6,0,6,602,1.0,2.0,878,3,1,3
1,1,2,5,511,1.0,2.0,879,2,1,2
9,2,2,5,510,1.0,2.0,880,1,1,1
9,3,3,7,705,1.0,2.0,881,2,1,2
9,2,2,6,602,1.0,1.0,882,1,1,1
9,6,0,4,400,,,883,3,1,3
9,4,2,4,408,1.0,2.0,884,1,1,1
9,4,2,3,303,1.0,2.0,885,1,1,1
1,3,3,6,602,1.0,2.0,886,2,1,2
9,6,0,3,305,,,888,3,1,3
9,2,0,4,409,1.0,1.0,889,2,1,2
9,1,0,7,705,1.0,2.0,890,2,1,2
5,3,2,6,602,1.0,1.0,891,1,1,1
9,3,2,3,305,1.0,1.0,892,1,1,1
9,2,2,4,409,1.0,2.0,893,2,1,2
9,1,3,5,511,1.0,2.0,895,2,1,2
9,6,0,7,704,1.0,1.0,896,3,1,3
5,2,2,5,511,1.0,2.0,897,2,1,2
9,6,0,7,705,1.0,1.0,898,3,1,3
9,2,1,5,511,1.0,2.0,899,2,1,2
9,5,3,5,511,1.0,2.0,901,1,1,1
5,6,0,5,510,,,902,2,1,2
9,6,0,7,705,1.0,2.0,903,5,1,5
9,3,0,7,705,1.0,1.0,904,2,1,2
5,2,2,5,511,1.0,2.0,905,2,1,2
9,5,2,4,407,1.0,2.0,906,1,1,1
9,2,1,5,511,1.0,2.0,907,1,1,1
9,5,3,4,400,1.0,2.0,908,1,1,1
9,6,0,7,704,1.0,2.0,909,2,1,2
5,5,0,5,511,1.0,1.0,910,1,1,1
9,6,0,4,409,,,911,3,1,3
5,6,0,5,511,1.0,1.0,912,2,1,2
9,3,1,6,601,1.0,2.0,913,2,1,2
9,3,3,3,305,1.0,1.0,914,1,1,1
1,3,2,7,705,1.0,2.0,915,2,1,2
5,6,0,5,510,,,916,2,1,2
9,3,3,8,802,1.0,2.0,917,2,1,2
9,5,2,8,801,1.0,2.0,918,1,1,1
9,1,0,5,510,1.0,1.0,920,2,1,2
9,5,2,6,602,1.0,2.0,921,1,1,1
5,2,1,4,409,1.0,1.0,923,1,1,1
5,6,0,5,511,1.0,1.0,924,5,1,5
9,5,4,3,304,1.0,1.0,925,1,1,1
9,5,0,7,705,1.0,1.0,926,2,1,2
5,3,0,5,511,1.0,1.0,927,1,1,1
9,2,1,7,705,1.0,1.0,928,1,1,1
9,3,0,6,602,1.0,1.0,929,1,1,1
5,3,2,7,705,1.0,1.0,930,1,1,1
9,6,0,4,409,,,931,3,1,3
9,6,0,4,406,,,933,5,1,5
9,2,1,7,701,1.0,2.0,934,2,1,2
5,6,1,5,511,1.0,2.0,935,1,1,1
9,1,1,6,602,1.0,1.0,936,1,1,1
9,6,0,4,409,1.0,1.0,937,1,1,1
9,2,2,4,407,1.0,1.0,938,2,1,2
9,5,3,3,303,1.0,2.0,939,1,1,1
1,1,4,4,408,1.0,2.0,940,2,1,2
9,1,4,3,303,1.0,2.0,941,2,1,2
9,2,3,6,602,1.0,2.0,942,2,1,2
9,1,3,6,603,1.0,2.0,943,3,1,3
9,3,0,6,601,1.0,2.0,945,2,1,2
5,6,1,7,705,1.0,2.0,946,1,1,1
9,6,0,4,408,,,947,4,1,4
9,6,0,3,305,,,948,3,1,3
9,6,1,7,705,1.0,2.0,949,1,1,1
9,6,1,6,601,1.0,2.0,950,1,1,1
9,6,1,7,705,1.0,2.0,951,1,1,1
9,6,0,4,409,1.0,1.0,952,3,1,3
5,5,3,3,305,1.0,2.0,953,1,1,1
5,2,1,6,601,1.0,1.0,954,1,1,1
9,2,0,5,511,1.0,1.0,955,1,1,1
2,5,4,3,305,1.0,1.0,956,4,1,4
9,6,1,5,511,1.0,1.0,957,7,1,7
9,6,0,5,511,1.0,1.0,959,4,1,4
9,5,2,5,511,1.0,2.0,960,1,1,1
9,3,3,5,510,1.0,2.0,961,2,1,2
9,2,3,4,406,1.0,2.0,963,2,1,2
9,5,3,5,511,1.0,2.0,964,1,1,1
9,5,2,5,511,1.0,2.0,965,1,1,1
9,5,2,6,602,1.0,1.0,966,2,1,2
9,6,0,7,705,1.0,1.0,967,2,1,2
9,1,0,6,602,1.0,1.0,969,4,1,4
9,5,2,4,408,1.0,2.0,970,1,1,1
9,5,3,3,300,1.0,2.0,971,2,1,2
9,6,0,7,704,1.0,1.0,972,3,1,3
9,6,2,5,511,1.0,2.0,973,2,1,2
9,3,2,8,802,1.0,2.0,974,2,1,2
9,3,4,3,305,1.0,2.0,975,2,1,2
9,3,2,6,602,1.0,2.0,977,2,1,2
5,3,2,5,511,1.0,1.0,978,1,1,1
9,6,0,6,600,1.0,1.0,980,2,1,2
9,5,3,3,305,1.0,1.0,981,1,1,1
9,6,1,4,408,,,982,3,1,3
9,3,3,6,602,1.0,2.0,983,2,1,2
9,6,0,5,511,,,984,2,1,2
9,2,2,3,305,1.0,2.0,985,2,1,2
9,3,2,7,705,1.0,2.0,986,2,1,2
9,2,2,4,406,,,987,2,1,2
9,5,1,6,603,1.0,1.0,988,1,1,1
9,5,3,7,710,1.0,2.0,989,1,1,1
9,5,2,4,407,1.0,1.0,990,1,1,1
9,3,1,6,600,1.0,2.0,991,1,1,1
5,5,2,7,705,1.0,2.0,992,1,1,1
5,1,6,4,407,1.0,2.0,993,1,1,1
9,5,1,4,407,1.0,1.0,994,1,1,1
1,6,0,7,705,1.0,2.0,995,1,1,1
9,6,0,4,407,1.0,1.0,996,1,1,1
9,6,0,3,305,,,997,3,1,3
5,6,0,6,601,1.0,1.0,998,1,1,1
9,6,0,6,601,1.0,2.0,999,3,1,3
9,2,2,5,511,1.0,2.0,1000,3,1,3
9,5,1,7,706,1.0,2.0,1001,3,1,3
9,3,2,5,511,1.0,1.0,1002,1,1,1
9,2,0,7,705,1.0,2.0,1003,2,1,2
9,3,0,5,511,1.0,2.0,1004,1,1,1
9,3,9,5,511,1.0,1.0,1006,1,1,1
5,3,3,6,602,1.0,2.0,1007,2,1,2
9,3,2,6,601,1.0,2.0,1008,2,1,2
5,5,1,5,510,1.0,2.0,1009,1,1,1
9,2,5,3,303,1.0,2.0,1010,2,1,2
9,5,2,5,511,1.0,2.0,1011,2,1,2
5,6,0,4,407,,,1012,2,1,2
5,5,1,6,602,1.0,2.0,1013,1,1,1
9,3,2,6,601,1.0,2.0,1014,1,1,1
5,6,0,5,511,1.0,1.0,1015,2,1,2
9,6,0,4,408,,,1016,2,1,2
9,2,3,3,305,1.0,2.0,1017,2,1,2
1,6,0,4,400,,,1018,2,1,2
9,3,3,3,305,1.0,2.0,1019,1,1,1
1,5,5,3,305,1.0,2.0,1020,1,1,1
9,1,2,3,305,1.0,2.0,1021,2,1,2
9,3,1,5,511,1.0,2.0,1022,2,1,2
9,2,4,5,511,1.0,2.0,1023,1,1,1
9,6,0,4,407,,,1024,2,1,2
9,3,3,5,512,1.0,1.0,1025,1,1,1
9,4,3,3,305,1.0,2.0,1026,1,1,1
5,2,0,6,602,1.0,2.0,1028,7,1,7
9,6,0,7,705,1.0,2.0,1029,4,1,4
9,6,0,7,705,2.0,1.0,1030,3,1,3
9,5,4,3,300,1.0,2.0,1031,1,1,1
9,2,5,4,406,1.0,2.0,1032,2,1,2
9,2,1,5,512,1.0,2.0,1033,2,1,2
5,6,0,5,510,1.0,1.0,1034,3,1,3
5,1,0,6,601,1.0,1.0,1035,4,1,4
9,2,1,5,511,1.0,2.0,1036,1,1,1
5,5,4,4,408,1.0,1.0,1037,1,1,1
9,6,0,5,511,1.0,1.0,1038,2,1,2
5,2,0,5,510,1.0,1.0,1039,1,1,1
1,6,0,7,705,1.0,2.0,1040,3,1,3
9,5,1,6,606,1.0,2.0,1041,1,1,1
9,3,3,6,602,1.0,2.0,1042,2,1,2
9,6,0,6,602,1.0,2.0,1043,2,1,2
9,5,3,4,400,1.0,2.0,1044,1,1,1
9,3,1,5,511,1.0,2.0,1045,2,1,2
9,6,0,5,510,,,1046,3,1,3
9,5,2,3,305,1.0,2.0,1047,4,1,4
9,2,1,5,510,1.0,2.0,1049,2,1,2
9,3,2,5,511,1.0,1.0,1050,2,1,2
9,6,0,7,703,1.0,2.0,1051,3,1,3
9,2,5,3,301,1.0,2.0,1052,2,1,2
1,2,4,4,408,1.0,2.0,1053,1,1,1
1,3,2,5,511,1.0,1.0,1054,1,1,1
9,1,1,6,603,1.0,2.0,1055,2,1,2
9,5,3,5,510,1.0,2.0,1056,1,1,1
5,3,2,1,100,1.0,1.0,1057,1,1,1
9,6,0,5,513,,,1058,5,1,5
9,5,2,6,603,1.0,2.0,1059,1,1,1
1,6,1,6,602,1.0,2.0,1060,2,1,2
9,2,1,5,511,1.0,1.0,1061,4,1,4
9,2,2,6,602,1.0,1.0,1062,2,1,2
9,3,2,7,705,1.0,2.0,1063,2,1,2
9,5,2,7,705,1.0,2.0,1064,1,1,1
9,6,0,5,511,1.0,1.0,1066,3,1,3
1,2,2,5,511,1.0,2.0,1067,2,1,2
1,2,7,1,100,1.0,2.0,1069,2,1,2
5,2,2,5,511,1.0,2.0,1070,2,1,2
9,3,2,7,700,1.0,2.0,1071,2,1,2
5,2,1,5,510,1.0,1.0,1072,2,1,2
9,4,3,3,303,1.0,2.0,1073,4,1,4
9,1,2,6,603,1.0,1.0,1074,1,1,1
5,5,2,7,705,1.0,2.0,1075,1,1,1
9,6,0,5,513,1.0,1.0,1076,3,1,3
5,5,5,3,304,1.0,1.0,1077,1,1,1
9,2,5,7,702,1.0,1.0,1078,2,1,2
9,6,0,7,705,1.0,2.0,1079,3,1,3
5,6,1,5,512,1.0,1.0,1080,1,1,1
9,5,3,3,303,1.0,2.0,1081,1,1,1
9,2,3,5,511,1.0,2.0,1082,2,1,2
9,3,2,6,602,1.0,2.0,1083,2,1,2
9,1,0,5,511,1.0,2.0,1084,3,1,3
9,2,2,5,510,1.0,2.0,1085,2,1,2
9,6,0,7,706,1.0,1.0,1086,3,1,3
9,2,5,7,705,1.0,1.0,1087,1,1,1
9,4,3,4,409,1.0,2.0,1088,1,1,1
9,1,0,5,511,1.0,2.0,1089,2,1,2
9,6,0,7,703,1.0,1.0,1090,3,1,3
9,6,0,5,511,1.0,1.0,1091,2,1,2
5,2,4,3,305,1.0,2.0,1092,1,1,1
9,2,2,6,603,1.0,2.0,1094,3,1,3
9,2,2,7,705,1.0,1.0,1095,1,1,1
1,2,2,7,704,1.0,1.0,1096,1,1,1
9,2,2,5,511,1.0,1.0,1097,3,1,3
9,2,2,3,305,1.0,2.0,1098,2,1,2
9,2,2,5,510,1.0,1.0,1099,1,1,1
9,3,3,6,602,1.0,2.0,1100,2,1,2
9,3,2,6,602,1.0,2.0,1101,2,1,2
9,5,2,1,100,1.0,2.0,1102,2,1,2
9,6,0,3,305,1.0,1.0,1103,2,1,2
9,3,1,6,603,1.0,1.0,1105,1,1,1
9,6,0,7,705,1.0,2.0,1106,4,1,4
5,2,0,6,603,1.0,1.0,1107,1,1,1
9,1,0,6,602,1.0,2.0,1108,2,1,2
9,2,1,6,603,1.0,2.0,1110,2,1,2
9,2,0,3,305,1.0,2.0,1111,2,1,2
9,4,4,3,305,1.0,2.0,1114,3,1,3
9,2,1,6,603,1.0,1.0,1115,1,1,1
9,5,1,7,705,1.0,2.0,1116,1,1,1
1,3,3,5,511,1.0,2.0,1117,2,1,2
9,6,2,7,703,1.0,1.0,1118,2,1,2
9,6,0,6,603,1.0,1.0,1119,5,1,5
9,6,3,5,511,1.0,2.0,1120,1,1,1
9,3,2,8,801,1.0,2.0,1121,2,1,2
9,2,0,7,700,1.0,2.0,1122,2,1,2
9,2,2,5,511,1.0,1.0,1123,1,1,1
9,2,3,5,511,1.0,1.0,1124,2,1,2
9,3,3,5,511,1.0,2.0,1125,2,1,2
5,1,1,6,603,1.0,1.0,1126,2,1,2
9,3,3,6,603,1.0,2.0,1127,2,1,2
9,2,0,6,603,1.0,2.0,1128,1,1,1
9,3,3,3,305,1.0,2.0,1129,2,1,2
9,2,7,3,303,1.0,1.0,1130,1,1,1
9,2,1,5,511,1.0,2.0,1131,2,1,2
1,1,0,3,305,1.0,2.0,1133,2,1,2
9,2,2,7,705,1.0,2.0,1134,1,1,1
9,5,2,5,511,1.0,2.0,1135,1,1,1
1,2,4,5,510,1.0,1.0,1136,1,1,1
9,2,2,6,600,1.0,2.0,1137,2,1,2
9,2,3,3,305,1.0,1.0,1138,1,1,1
9,5,3,7,705,1.0,2.0,1139,1,1,1
9,1,3,6,602,1.0,1.0,1140,1,1,1
9,2,3,5,511,1.0,1.0,1141,1,1,1
9,6,0,5,511,1.0,1.0,1142,3,1,3
9,6,0,4,409,,,1143,2,1,2
9,4,3,4,400,1.0,2.0,1144,1,1,1
9,6,0,6,603,1.0,2.0,1145,2,1,2
9,3,1,5,511,1.0,1.0,1146,1,1,1
9,6,4,4,409,1.0,2.0,1147,2,1,2
1,3,2,4,407,1.0,2.0,1148,2,1,2
9,1,1,6,603,1.0,2.0,1149,2,1,2
9,6,0,4,408,,,1150,2,1,2
9,3,1,7,705,1.0,1.0,1151,2,1,2
9,3,1,5,512,1.0,1.0,1152,1,1,1
9,5,2,7,705,1.0,1.0,1153,1,1,1
9,6,0,5,510,,,1154,4,1,4
9,5,2,5,511,1.0,2.0,1155,1,1,1
9,5,1,5,511,1.0,2.0,1156,1,1,1
9,2,1,6,603,1.0,2.0,1157,4,1,4
9,6,1,6,602,1.0,2.0,1158,3,1,3
9,2,1,6,602,1.0,1.0,1159,1,1,1
9,3,0,8,802,1.0,1.0,1160,1,1,1
9,6,0,6,600,1.0,2.0,1161,4,1,4
9,3,0,6,601,1.0,2.0,1162,2,1,2
9,6,0,5,511,1.0,1.0,1163,2,1,2
9,6,3,5,511,1.0,2.0,1164,1,1,1
9,6,0,3,305,,,1165,5,1,5
9,4,4,3,302,1.0,2.0,1167,1,1,1
9,3,4,5,511,1.0,2.0,1168,2,1,2
9,4,1,7,705,1.0,2.0,1169,1,1,1
9,2,1,6,600,1.0,2.0,1170,2,1,2
9,2,3,5,511,1.0,1.0,1171,1,1,1
9,6,0,6,603,1.0,1.0,1175,1,1,1
9,2,2,5,511,1.0,1.0,1177,1,1,1
9,3,1,7,705,1.0,2.0,1178,2,1,2
9,6,0,7,705,1.0,1.0,1179,1,1,1
9,3,3,6,602,1.0,2.0,1180,1,1,1
5,3,3,3,304,1.0,1.0,1181,1,1,1
9,6,0,4,408,,,1182,5,1,5
1,3,4,6,602,1.0,1.0,1183,1,1,1
9,2,3,7,700,1.0,2.0,1184,2,1,2
9,6,1,6,602,1.0,2.0,1185,2,1,2
9,3,1,6,603,1.0,2.0,1186,2,1,2
9,3,2,6,603,1.0,2.0,1187,2,1,2
9,6,0,6,601,1.0,1.0,1188,3,1,3
